City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,kone,-21.0595,164.8658,17.94,71,8,1.71,NC,1689885143
285,cananeia,-25.0147,-47.9267,18.8,89,97,4.26,BR,1689885234
286,tinajo,29.0788,-13.7081,23.49,69,75,9.26,ES,1689885234
287,sitka,57.0531,-135.33,15.94,77,75,3.09,US,1689885015
288,lensk,60.7253,114.9278,14.23,89,97,2.12,RU,1689885198
289,ust-nera,64.5667,143.2,24.56,42,76,2.74,RU,1689885137
290,kalmunai,7.4167,81.8167,27.15,65,92,1.51,LK,1689885178
291,borogontsy,62.6683,131.1683,12.52,99,100,2.38,RU,1689885234
292,rio gallegos,-51.6226,-69.2181,3.03,93,100,5.14,AR,1689885087
293,sungai penuh,-2.0833,101.3833,17.13,95,100,0.62,ID,1689885234
294,chonchi,-42.6128,-73.8092,12.29,80,48,4.19,CL,1689885185
295,east london,-33.0153,27.9116,14.37,50,100,6.13,ZA,1689885176
296,al khums,32.6486,14.2619,27.61,74,0,1.59,LY,1689885235
297,thabazimbi,-24.5917,27.4116,11.03,76,20,3.53,ZA,1689885235
298,puerto leguizamo,-0.1934,-74.7819,26.92,89,39,0.62,CO,1689885235
299,shilin,24.8188,103.3324,15.59,97,53,0.79,CN,1689885235
300,piton saint-leu,-21.2196,55.3151,19.67,73,0,2.57,RE,1689885235
301,san juan nepomuceno,9.9516,-75.082,34.04,50,39,1.13,CO,1689885235
302,gamba,-2.65,10.0,20.71,92,58,2.34,GA,1689885235
303,cerro largo,-28.1486,-54.7381,17.39,89,66,2.38,BR,1689885235
304,manakara,-22.1333,48.0167,20.1,91,24,0.54,MG,1689885235
305,flying fish cove,-10.4217,105.6791,23.82,83,75,5.14,CX,1689885170
306,susuman,62.7833,148.1667,21.41,57,9,2.31,RU,1689885176
307,kashgar,39.4547,75.9797,30.56,23,98,5.0,CN,1689885235
308,howard springs,-12.497,131.047,20.95,51,44,2.56,AU,1689885129
309,zouerate,22.7187,-12.4521,36.92,20,0,7.94,MR,1689885158
310,devils lake,48.1128,-98.8651,25.06,49,75,3.13,US,1689885236
311,kingscliff,-28.2667,153.5667,6.89,93,0,0.51,AU,1689885236
312,hasaki,35.7333,140.8333,25.17,87,0,4.5,JP,1689885113
313,sarupathar,26.1984,93.8094,25.3,97,100,0.15,IN,1689885236
314,puerto deseado,-47.7503,-65.8938,8.19,83,100,6.74,AR,1689885236
315,wanparti,16.3667,78.0667,23.19,84,100,7.08,IN,1689885236
316,xacmaz,41.4635,48.806,23.3,64,0,0.93,AZ,1689885236
317,sao miguel do araguaia,-13.275,-50.1628,28.99,22,92,2.8,BR,1689885237
318,magadan,59.5667,150.8,15.93,79,18,1.46,RU,1689885180
319,podari,44.25,23.7833,24.72,71,0,3.09,RO,1689885237
320,okhotsk,59.3833,143.3,14.53,84,26,1.41,RU,1689885182
321,jaisalmer,26.9147,70.9181,33.29,55,19,2.77,IN,1689885237
322,bugana,7.9992,7.5836,24.06,95,71,2.53,NG,1689885237
323,san andres,12.5847,-81.7006,31.01,79,20,6.69,CO,1689885237
324,margate,51.3813,1.3862,17.17,85,94,2.24,GB,1689885181
325,es castell,39.8795,4.2854,27.38,94,0,4.63,ES,1689885005
326,manaure,11.7751,-72.4445,34.07,47,20,9.88,CO,1689885237
327,port mathurin,-19.6833,63.4167,23.27,68,8,7.82,MU,1689885123
328,tadine,-21.55,167.8833,20.67,63,0,6.45,NC,1689885180
329,qamdo,31.1667,97.2333,2.43,79,21,2.19,CN,1689885237
330,uzgen,40.7699,73.3007,26.16,41,81,2.46,KG,1689885237
331,mongo,12.1844,18.693,25.77,66,100,1.23,TD,1689885238
332,saint-philippe,-21.3585,55.7679,20.77,81,29,2.56,RE,1689885169
333,hermanus,-34.4187,19.2345,9.89,79,0,3.73,ZA,1689885113
334,itaituba,-4.2761,-55.9836,35.09,46,20,2.57,BR,1689885238
335,funafuti,-8.5243,179.1942,30.0,84,75,0.0,TV,1689885238
336,kapa'a,22.0752,-159.319,28.18,70,100,9.26,US,1689885238
337,novobataysk,46.8981,39.7819,24.34,46,72,2.93,RU,1689885238
338,alice springs,-23.7,133.8833,8.75,81,0,4.63,AU,1689885053
339,ciudad lazaro cardenas,17.9583,-102.2,31.99,61,84,4.87,MX,1689885238
340,kayyerkan,69.3786,87.7439,15.72,100,39,3.69,RU,1689885140
341,port hedland,-20.3167,118.5667,19.03,42,2,5.66,AU,1689885193
342,lyubim,58.3625,40.6843,13.67,83,96,4.77,RU,1689885238
343,beau vallon,-20.4189,57.6953,21.23,88,20,1.54,MU,1689884947
344,gutao,37.2025,112.1781,21.87,72,95,0.27,CN,1689885238
345,bulayevo,54.9056,70.4439,18.07,73,83,3.3,KZ,1689885239
346,chinsali,-10.5414,32.0816,16.02,53,0,3.63,ZM,1689885239
347,boguchany,58.3814,97.4531,14.6,62,0,1.3,RU,1689885239
348,singapore,1.2897,103.8501,27.8,92,75,2.57,SG,1689884799
349,bubaque,11.2833,-15.8333,27.49,79,100,4.31,GW,1689885130
350,st. john's,47.5649,-52.7093,27.66,61,40,7.2,CA,1689885006
351,mushie,-3.0167,16.9,26.78,42,60,1.45,CD,1689885239
352,mogocha,53.7333,119.7667,12.18,69,93,0.71,RU,1689885239
353,medina,24.4686,39.6142,37.24,6,0,4.12,SA,1689885239
354,revda,56.801,59.9303,13.15,84,48,3.32,RU,1689885239
355,igunga,-4.2833,33.8833,20.57,34,1,2.64,TZ,1689885239
356,magnitka,55.3475,59.6961,14.43,50,63,1.99,RU,1689885240
357,ankazobe,-18.3167,47.1167,16.67,72,82,1.59,MG,1689885240
358,ringkobing,56.0901,8.244,13.34,73,61,7.92,DK,1689885240
359,tangalle,6.024,80.7911,25.99,85,81,5.61,LK,1689885174
360,akureyri,65.6835,-18.0878,9.96,76,20,6.17,IS,1689885193
361,fortuna foothills,32.6578,-114.4119,45.68,17,20,2.24,US,1689885240
362,barcelos,41.5388,-8.6151,20.51,94,1,1.86,PT,1689885091
363,sihanoukville,10.6093,103.5296,24.97,94,75,3.6,KH,1689885240
364,eldorado,-23.7869,-54.2836,22.16,67,13,3.56,BR,1689885241
365,willowmore,-33.2926,23.4895,2.64,90,6,5.41,ZA,1689885241
366,troitsk,54.0979,61.5773,14.93,71,90,3.42,RU,1689885241
367,veraval,20.9,70.3667,27.27,87,100,5.85,IN,1689885241
368,antonio enes,-16.2325,39.9086,23.89,74,0,6.12,MZ,1689885180
369,xiuyan,40.2928,123.2744,22.09,90,62,0.55,CN,1689885135
370,ta'izz,13.5,44.0,26.36,44,100,1.36,YE,1689885241
371,polyarnyy,69.1989,33.4478,8.59,89,100,6.42,RU,1689885107
372,nemuro,43.3236,145.575,14.6,92,0,2.88,JP,1689885114
373,horta,38.5333,-28.6333,21.8,93,20,2.57,PT,1689885242
374,la'ie,21.6477,-157.9253,29.98,72,72,3.13,US,1689885242
375,nieuw amsterdam,5.8833,-55.0833,32.09,66,40,4.12,SR,1689885242
376,chyhyryn,49.0838,32.6555,18.28,95,100,3.15,UA,1689885242
377,urengoy,65.9667,78.3667,18.43,64,42,3.39,RU,1689885097
378,minas de marcona,-15.2119,-75.1103,17.4,63,7,3.93,PE,1689885107
379,pekan,3.4836,103.3996,25.06,92,100,2.39,MY,1689885243
380,smithers,54.7804,-127.1743,27.18,36,40,2.57,CA,1689885016
381,coahuayana de hidalgo,18.7,-103.6583,34.63,46,98,2.9,MX,1689885190
382,konarka,19.9,86.1167,27.22,87,91,2.11,IN,1689885176
383,lautoka,-17.6167,177.4667,22.92,94,40,2.06,FJ,1689885243
384,nizhniy odes,63.6445,54.856,14.87,98,85,2.16,RU,1689885184
385,izazi,-7.2,35.7333,22.89,42,0,3.22,TZ,1689885243
386,pelotas,-31.7719,-52.3425,16.01,92,75,3.09,BR,1689885054
387,masuda,34.6667,131.85,22.19,80,39,1.47,JP,1689885197
388,batouri,4.4333,14.3667,20.91,97,100,1.11,CM,1689885244
389,murun-kuren,49.6342,100.1625,11.8,87,15,1.72,MN,1689885244
390,mudgee,-32.5943,149.5871,3.77,65,89,1.61,AU,1689885244
391,la gi,10.6667,107.7833,24.91,91,86,4.81,VN,1689885244
392,ak'ordat,15.5486,37.8867,30.34,53,91,4.98,ER,1689885244
393,bulungu,-4.55,18.6,26.02,39,11,0.92,CD,1689885244
394,valday,57.9747,33.2525,11.46,77,48,2.71,RU,1689885245
395,kayangel,8.0823,134.7173,28.5,79,100,8.44,PW,1689885245
396,eureka,40.8021,-124.1637,20.67,76,32,3.58,US,1689885237
397,kenora,49.8167,-94.4337,25.54,44,75,4.63,CA,1689885091
398,haiku-pauwela,20.9219,-156.3051,27.92,73,75,7.72,US,1689884899
399,tampakan,6.4442,124.9264,22.88,94,88,0.49,PH,1689885245
400,mostaganem,35.9311,0.0892,27.38,64,2,1.49,DZ,1689885245
401,miyaly,48.8844,53.7836,23.01,43,57,2.35,KZ,1689885245
402,santiago de cao,-7.9589,-79.2392,24.07,64,0,5.66,PE,1689885246
403,maslyanino,54.3436,84.2111,15.66,98,100,2.19,RU,1689885246
404,labrador city,52.9463,-66.9114,16.95,67,100,2.57,CA,1689885013
405,lincheng,19.9078,109.6858,26.97,90,98,5.11,CN,1689885246
406,klyuchi,52.2667,79.1667,19.81,61,41,2.69,RU,1689885107
407,marka,1.7159,44.7717,24.78,89,69,7.44,SO,1689885246
408,hotan,37.0997,79.9269,28.51,15,31,0.71,CN,1689885138
409,archangelos,36.2149,28.1149,26.28,55,0,0.9,GR,1689885246
410,gundlupet,11.8,76.6833,20.26,86,91,5.79,IN,1689885246
411,baharly,38.4362,57.4316,29.12,21,0,0.85,TM,1689885247
412,safotu,-13.4513,-172.4018,27.34,86,70,8.13,WS,1689885247
413,suva,-18.1416,178.4415,22.71,94,100,3.09,FJ,1689885166
414,sai kung,22.3822,114.2728,29.02,86,100,0.77,CN,1689885247
415,nuuk,64.1835,-51.7216,9.34,100,75,3.09,GL,1689885191
416,mitu,1.1983,-70.1733,26.8,85,59,1.01,CO,1689885247
417,sinazongwe,-17.2614,27.4618,18.74,45,0,1.4,ZM,1689885247
418,nayudupet,13.9,79.9,30.03,52,100,7.61,IN,1689885247
419,novaya igirma,57.1334,103.9112,12.83,71,3,0.79,RU,1689885247
420,nazarovo,56.0064,90.3914,14.08,83,95,0.49,RU,1689885199
421,khorixas,-20.3667,14.9667,14.11,47,0,1.49,NA,1689885248
422,nieuw nickerie,5.95,-56.9833,27.55,77,21,4.99,SR,1689885248
423,narvik,68.4384,17.4272,15.77,87,72,1.32,NO,1689885248
424,codrington,-38.2667,141.9667,5.52,83,44,3.26,AU,1689885176
425,bankura,23.25,87.0667,26.86,89,95,3.52,IN,1689885248
426,solleftea,63.1667,17.2667,12.92,97,100,1.65,SE,1689885248
427,pitimbu,-7.4706,-34.8086,26.33,72,11,6.82,BR,1689885248
428,vernon,50.2581,-119.2691,35.97,21,2,1.54,CA,1689885034
429,ulimang,7.6242,134.6421,26.23,81,97,7.07,PW,1689885248
430,noyabrsk,63.1994,75.4507,19.18,58,100,3.68,RU,1689885249
431,pollock pines,38.7613,-120.5866,34.15,24,0,0.89,US,1689885249
432,tashtyp,52.7939,89.8983,16.3,97,100,0.91,RU,1689885130
433,kidal,18.4411,1.4078,35.46,29,56,2.17,ML,1689885249
434,coquimbo,-29.9533,-71.3436,16.85,77,0,4.63,CL,1689885021
435,harper,4.375,-7.7169,25.0,85,67,5.15,LR,1689885249
436,behshahr,36.6923,53.5526,24.97,64,87,1.55,IR,1689885249
437,waddan,29.1614,16.139,30.81,32,0,6.12,LY,1689885249
438,pyin oo lwin,22.0333,96.4667,19.82,98,100,0.54,MM,1689885250
439,filey,54.21,-0.2892,14.32,86,100,2.28,GB,1689885250
440,saint-gely-du-fesc,43.6927,3.8049,26.25,50,0,4.12,FR,1689885250
441,mo i rana,66.3128,14.1428,14.26,84,40,2.24,NO,1689885250
442,zigong,29.3416,104.7769,23.51,97,91,0.59,CN,1689885250
443,saudarkrokur,65.7461,-19.6394,10.71,70,24,1.79,IS,1689885112
444,whiteville,34.3388,-78.7031,34.08,52,0,2.57,US,1689885061
445,amungan,15.3652,119.9582,26.79,79,42,1.64,PH,1689885250
446,tobelo,1.7284,128.0095,25.81,85,4,3.34,ID,1689885250
447,fortuna,40.5982,-124.1573,20.52,79,100,3.09,US,1689885250
448,puerto el triunfo,13.2833,-88.55,40.48,57,84,4.29,SV,1689885250
449,heishan,41.6892,122.1128,21.62,78,40,2.62,CN,1689885250
450,pemangkat,1.1667,108.9667,25.35,86,100,3.09,ID,1689885251
451,axim,4.8699,-2.2405,24.84,88,17,2.82,GH,1689885251
452,san antonio de pale,-1.4014,5.6325,23.74,80,54,5.2,GQ,1689885133
453,kelowna,49.8831,-119.4857,35.81,24,0,3.09,CA,1689885120
454,slyudyanka,51.6594,103.7061,12.0,94,52,1.48,RU,1689885251
455,richland center,43.3347,-90.3868,25.99,55,32,7.73,US,1689885251
456,chabahar,25.2919,60.643,28.33,82,100,9.2,IR,1689885251
457,alice town,25.7167,-79.3,30.79,66,94,4.57,BS,1689885251
458,grand falls-windsor,48.9332,-55.6649,25.28,76,100,3.76,CA,1689885112
459,leua,48.2156,18.6071,17.45,59,6,2.23,SK,1689885251
460,copala,16.65,-98.9833,32.46,60,11,4.9,MX,1689885252
461,bahir dar,11.5936,37.3908,16.76,94,100,2.32,ET,1689885252
462,plettenberg bay,-34.0527,23.3716,9.41,72,0,4.35,ZA,1689885252
463,mansa,29.9833,75.3833,33.56,52,25,2.92,IN,1689885252
464,havarna,48.0667,26.65,21.78,79,12,2.67,RO,1689885252
465,pedernales,18.0384,-71.744,34.34,42,0,9.94,DO,1689885252
466,fort bragg,35.139,-79.006,33.91,51,40,2.06,US,1689884983
467,tughyl,47.7252,84.2063,20.77,56,0,1.46,KZ,1689885252
468,shibetsu,43.659,145.132,15.31,93,3,2.31,JP,1689885253
469,arno,60.1167,18.6333,12.35,87,36,3.06,SE,1689885253
470,diebougou,10.9667,-3.25,28.41,60,50,2.59,BF,1689885253
471,prince rupert,54.3161,-130.3201,17.05,89,0,2.57,CA,1689885030
472,kushiro,42.975,144.3747,15.99,91,0,2.25,JP,1689885253
473,birjand,32.8663,59.2211,25.26,23,0,4.12,IR,1689885253
474,kargil,34.5667,76.1,16.92,59,49,1.75,IN,1689885253
475,el matama,16.7095,33.3565,35.26,31,45,8.48,SD,1689885253
476,al harithah,30.7186,47.7208,30.98,11,0,3.09,IQ,1689885253
477,polonnaruwa,7.9333,81.0,27.12,68,71,6.41,LK,1689885254
478,burang,30.25,81.1667,12.68,73,93,1.78,CN,1689885254
479,bodo,67.28,14.405,14.02,89,20,3.09,NO,1689885188
480,enshi,30.3,109.4833,23.03,98,95,0.33,CN,1689885254
481,bonthe,7.5264,-12.505,25.16,88,100,3.32,SL,1689885254
482,nova xavantina,-14.6667,-52.35,29.6,23,90,1.95,BR,1689885254
483,corner brook,48.9667,-57.9484,26.09,88,100,1.5,CA,1689885254
484,labuan bajo,-8.4964,119.8877,22.36,86,3,2.66,ID,1689885254
485,zheleznogorsk,52.331,35.3711,16.22,70,97,2.8,RU,1689885254
486,weno,7.4515,151.8468,27.97,89,100,2.06,FM,1689885191
487,port saint john's,-31.6229,29.5448,13.43,60,87,2.16,ZA,1689885135
488,tucuma,-0.1833,-50.05,26.37,84,10,3.45,BR,1689885255
489,malmyzh,56.5205,50.6818,14.55,82,35,5.28,RU,1689885115
490,atherton,53.5237,-2.4935,15.68,78,59,0.89,GB,1689885255
491,mhamid,29.82,-5.72,36.61,8,0,2.67,MA,1689885176
492,palapag,12.5458,125.1147,24.8,93,93,0.8,PH,1689885255
493,kalulushi,-12.8378,28.0919,15.95,41,1,1.93,ZM,1689885255
494,tsiombe,-25.3,45.4833,18.92,83,19,4.16,MG,1689885123
495,susangerd,31.5608,48.1831,37.01,6,0,5.12,IR,1689885255
496,monteagudo,-19.8167,-63.9833,24.56,46,0,1.93,BO,1689885255
497,mount pearl,47.5166,-52.7813,27.19,61,40,7.2,CA,1689885106
498,winnemucca,40.973,-117.7357,34.3,14,0,1.89,US,1689885255
499,ocotlan de morelos,16.8,-96.6667,26.03,46,76,3.7,MX,1689885255
500,yangquan,37.8575,113.5633,21.13,90,98,0.15,CN,1689885256
501,novodvinsk,64.4165,40.8122,15.68,97,65,3.93,RU,1689885256
502,konnern,51.6667,11.7667,18.49,53,96,1.55,DE,1689885256
503,berdigestyakh,62.0989,126.6992,12.18,95,100,1.84,RU,1689885191
504,parfino,57.9731,31.6481,12.12,77,59,2.3,RU,1689885201
505,mana,5.6592,-53.7767,27.59,79,6,3.84,GF,1689885198
506,cabo san lucas,22.8909,-109.9124,37.01,43,20,7.72,MX,1689885162
507,yerofey pavlovich,53.9667,121.9667,11.12,77,30,1.73,RU,1689885134
508,betio village,1.358,172.9211,29.02,77,84,5.46,KI,1689885256
509,general conesa,-40.1,-64.4333,15.67,37,99,9.25,AR,1689885256
510,champerico,14.3,-91.9167,35.3,65,5,3.52,GT,1689885257
511,tabou,4.423,-7.3528,24.83,87,66,4.91,CI,1689885257
512,al faw,29.9776,48.4741,34.0,19,0,5.92,IQ,1689885257
513,taoudenni,22.6783,-3.9836,40.22,7,1,3.45,ML,1689885257
514,sona,45.4388,10.8255,26.75,73,0,1.54,IT,1689885257
515,levuka,50.1834,-105.4011,26.85,34,40,3.6,CA,1689885257
516,villa del totoral,-30.8167,-63.7167,18.9,42,12,6.96,AR,1689885257
517,farsan,32.2569,50.561,24.02,19,62,1.88,IR,1689885257
518,isla aguada,18.7833,-91.4667,27.02,75,58,7.0,MX,1689885257
519,hadibu,12.65,54.0333,25.08,80,74,8.46,YE,1689885105
520,neka,36.6508,53.299,24.73,88,75,2.06,IR,1689885257
521,petauke,-14.2426,31.3253,19.75,43,4,4.42,ZM,1689885258
522,shingu,33.7333,135.9833,24.52,85,100,1.67,JP,1689885258
523,fada,9.5667,8.3,20.85,97,93,0.69,NG,1689885136
524,saint-pierre,-21.3393,55.4781,21.98,73,0,2.57,RE,1689885012
525,cobourg,50.2667,10.9667,17.66,60,85,1.21,DE,1689885258
526,klodawa,52.2545,18.9135,15.52,58,77,3.31,PL,1689885258
527,le moule,16.3332,-61.3473,32.32,100,100,0.89,GP,1689885005
528,puerto madryn,-42.7692,-65.0385,13.91,50,100,13.45,AR,1689885258
529,salekhard,66.53,66.6019,16.99,91,78,1.85,RU,1689885175
530,tottori,35.5,134.2333,21.49,88,100,1.51,JP,1689885066
531,sola,-13.8833,167.55,25.48,84,90,9.46,VU,1689885174
532,labuan,5.2767,115.2417,24.2,100,40,1.03,MY,1689885259
533,nuku'alofa,-21.1333,-175.2,20.19,94,100,6.17,TO,1689885259
534,chyorny yar,48.0624,46.1091,20.22,43,43,0.29,RU,1689885201
535,tecate,32.5667,-116.6333,40.55,27,72,4.84,MX,1689885259
536,imbert,19.7537,-70.8291,33.83,58,65,5.8,DO,1689885259
537,tondano,1.3038,124.9112,19.05,96,50,1.81,ID,1689885181
538,igarka,67.4667,86.5833,16.05,99,100,3.78,RU,1689885129
539,luderitz,-26.6481,15.1594,14.98,48,0,3.5,NA,1689885138
540,general acha,-37.377,-64.6043,14.19,44,100,8.95,AR,1689885184
541,kiunga,-6.1219,141.2906,22.15,95,95,1.14,PG,1689885030
542,najaf,31.9985,44.3398,37.61,9,0,4.22,IQ,1689885259
543,baneh,35.9975,45.8853,23.57,39,7,3.15,IR,1689885260
544,broome,42.2506,-75.833,29.83,57,75,3.6,US,1689885124
545,fuqing,25.725,119.3794,26.87,96,100,1.34,CN,1689885260
546,jimena de la frontera,36.4352,-5.4539,27.08,49,2,2.71,ES,1689885260
547,bardsir,29.9227,56.5743,26.95,16,100,2.01,IR,1689885260
548,karratha,-20.7377,116.8463,18.03,45,2,5.5,AU,1689885181
549,san pedro pochutla,15.7333,-96.4667,34.84,53,3,3.92,MX,1689885260
550,neiafu,-18.65,-173.9833,23.38,94,100,7.2,TO,1689885260
551,aral,40.5156,81.2636,29.56,25,20,4.31,CN,1689885260
552,zilupe,56.3862,28.1217,12.97,66,69,2.03,LV,1689885260
553,faya-largeau,17.9257,19.1043,34.18,36,9,5.4,TD,1689885261
554,richards bay,-28.783,32.0377,14.48,77,100,4.24,ZA,1689885144
555,lander,42.833,-108.7307,26.55,49,0,4.63,US,1689885254
556,viqueque,-8.8673,126.3658,22.61,84,38,1.97,TL,1689885261
557,khilchipur,24.0333,76.5667,30.42,67,98,1.0,IN,1689885261
558,fort st. john,56.2499,-120.8529,25.94,38,0,2.06,CA,1689884955
559,malegaon,20.55,74.5333,24.76,88,100,4.23,IN,1689885261
560,holualoa,19.6228,-155.9522,26.91,89,40,5.66,US,1689885147
561,shache,38.4167,77.2406,28.73,22,87,2.61,CN,1689885133
562,grasse,43.6667,6.9167,24.44,82,0,0.51,FR,1689885261
563,yinchuan,38.4681,106.2731,20.95,51,26,1.56,CN,1689885261
564,hammerfest,70.6634,23.6821,8.25,100,75,5.66,NO,1689885261
565,arris,35.2588,6.3471,27.67,25,20,4.8,DZ,1689885262
566,high rock,26.6208,-78.2833,32.01,69,100,4.55,BS,1689885262
567,barcelona,41.3888,2.159,27.64,79,20,5.14,ES,1689885211
568,kumba,4.6363,9.4469,22.74,97,100,0.64,CM,1689885262
569,olinda,-8.0089,-34.8553,25.85,78,40,7.2,BR,1689885135
570,pindushi,62.9152,34.58,14.16,97,100,4.29,RU,1689885262
571,lepsy,46.235,78.9456,25.57,29,0,1.47,KZ,1689885262
